Number,Session,Gender,ID,Expression,Angle,Encoding_expression,Encoding_angle
3772,B,M,05,Afraid,Right,0,3
21,A,F,01,Neutral,Right,4,3
1035,A,F,30,Surprised,Left,6,2
4804,B,M,35,Happy,Half Left,3,0
445,A,F,13,Surprised,Left,6,2
787,A,F,23,Sad,Half Left,5,0
600,A,F,18,Disgusted,Right,2,3
4571,B,M,28,Sad,Right,5,3
2810,B,F,12,Disgusted,Right,2,3
2747,B,F,10,Happy,Right,3,3
4632,B,M,30,Happy,Straight,3,4
1569,A,M,11,Angry,Right,1,3
2904,B,F,15,Afraid,Right,0,3
2244,A,M,31,Afraid,Left,0,2
3644,B,M,01,Angry,Straight,1,4
1463,A,M,08,Angry,Left,1,2
3202,B,F,23,Neutral,Half Left,4,0
3570,B,F,34,Angry,Left,1,2
2425,B,F,01,Angry,Half Left,1,0
4733,B,M,33,Happy,Left,3,2
4404,B,M,23,Surprised,Left,6,2
471,A,F,14,Neutral,Right,4,3
259,A,F,08,Happy,Right,3,3
3685,B,M,02,Happy,Half Right,3,1
4412,B,M,24,Afraid,Half Right,0,1
4749,B,M,33,Surprised,Half Left,6,0
2087,A,M,26,Happy,Right,3,3
1872,A,M,20,Afraid,Half Right,0,1
50,A,F,02,Happy,Right,3,3
565,A,F,17,Disgusted,Left,2,2
4227,B,M,18,Angry,Right,1,3
4017,B,M,12,Afraid,Right,0,3
2795,B,F,11,Sad,Straight,5,4
4575,B,M,28,Surprised,Left,6,2
3473,B,F,31,Disgusted,Half Right,2,1
4710,B,M,32,Sad,Half Left,5,0
3226,B,F,24,Disgusted,Right,2,3
4551,B,M,28,Angry,Right,1,3
4025,B,M,12,Angry,Straight,1,4
4349,B,M,22,Angry,Half Left,1,0
2356,A,M,34,Angry,Half Left,1,0
2564,B,F,05,Angry,Right,1,3
835,A,F,25,Angry,Left,1,2
4713,B,M,32,Surprised,Left,6,2
2712,B,F,09,Happy,Right,3,3
54,A,F,02,Neutral,Left,4,2
978,A,F,29,Angry,Half Right,1,1
2573,B,F,05,Happy,Left,3,2
3815,B,M,06,Angry,Straight,1,4
4636,B,M,30,Neutral,Half Right,4,1
2734,B,F,10,Afraid,Half Right,0,1
418,A,F,13,Afraid,Half Right,0,1
2694,B,F,08,Surprised,Half Right,6,1
3318,B,F,26,Surprised,Half Right,6,1
2235,A,M,30,Sad,Left,5,2
2467,B,F,02,Disgusted,Straight,2,4
2142,A,M,28,Afraid,Right,0,3
1164,A,F,34,Happy,Straight,3,4
1930,A,M,21,Surprised,Left,6,2
331,A,F,10,Neutral,Left,4,2
443,A,F,13,Sad,Half Right,5,1
2086,A,M,26,Happy,Left,3,2
4670,B,M,31,Neutral,Half Left,4,0
4503,B,M,26,Sad,Half Left,5,0
415,A,F,13,Afraid,Left,0,2
1993,A,M,23,Neutral,Half Right,4,1
2388,A,M,35,Angry,Left,1,2
1125,A,F,33,Happy,Left,3,2
140,A,F,05,Afraid,Right,0,3
4507,B,M,26,Surprised,Right,6,3
3975,B,M,10,Sad,Straight,5,4
3835,B,M,06,Sad,Straight,5,4
931,A,F,27,Surprised,Right,6,3
2363,A,M,34,Happy,Left,3,2
487,A,F,15,Afraid,Half Left,0,0
1778,A,M,17,Disgusted,Right,2,3
3759,B,M,04,Neutral,Half Right,4,1
2900,B,F,14,Surprised,Half Left,6,0
1006,A,F,30,Afraid,Right,0,3
1833,A,M,18,Surprised,Half Right,6,1
2387,A,M,35,Afraid,Straight,0,4
829,A,F,24,Surprised,Straight,6,4
2527,B,F,04,Afraid,Straight,0,4
55,A,F,02,Neutral,Right,4,3
2410,A,M,35,Sad,Half Left,5,0
1849,A,M,19,Disgusted,Straight,2,4
1739,A,M,16,Angry,Right,1,3
4409,B,M,24,Afraid,Left,0,2
3617,B,F,35,Happy,Half Left,3,0
2920,B,F,15,Happy,Half Left,3,0
2562,B,F,05,Afraid,Straight,0,4
2934,B,F,15,Surprised,Right,6,3
1989,A,M,23,Happy,Straight,3,4
4346,B,M,22,Afraid,Straight,0,4
3564,B,F,33,Surprised,Straight,6,4
68,A,F,02,Surprised,Straight,6,4
1390,A,M,06,Afraid,Half Left,0,0
1231,A,M,01,Happy,Right,3,3
1424,A,M,07,Afraid,Right,0,3
2893,B,F,14,Sad,Left,5,2
1735,A,M,16,Afraid,Half Left,0,0
406,A,F,12,Sad,Right,5,3
4400,B,M,23,Sad,Right,5,3
1387,A,M,05,Surprised,Straight,6,4
1468,A,M,08,Disgusted,Left,2,2
447,A,F,13,Surprised,Half Left,6,0
687,A,F,20,Surprised,Half Left,6,0
1310,A,M,03,Sad,Right,5,3
3680,B,M,02,Disgusted,Half Right,2,1
4473,B,M,25,Surprised,Right,6,3
4744,B,M,33,Sad,Half Left,5,0
4249,B,M,18,Sad,Straight,5,4
2011,A,M,24,Angry,Right,1,3
1599,A,M,12,Afraid,Right,0,3
3710,B,M,03,Angry,Half Right,1,1
2701,B,F,09,Angry,Left,1,2
968,A,F,28,Surprised,Half Right,6,1
806,A,F,24,Disgusted,Right,2,3
1572,A,M,11,Angry,Straight,1,4
2935,B,F,15,Surprised,Half Left,6,0
3659,B,M,01,Sad,Right,5,3
1794,A,M,17,Sad,Half Right,5,1
1097,A,F,32,Neutral,Half Left,4,0
1608,A,M,12,Disgusted,Right,2,3
676,A,F,20,Neutral,Right,4,3
3336,B,F,27,Happy,Right,3,3
4130,B,M,15,Angry,Straight,1,4
963,A,F,28,Sad,Half Right,5,1
3583,B,F,34,Happy,Half Right,3,1
880,A,F,26,Happy,Left,3,2
733,A,F,22,Angry,Half Right,1,1
3599,B,F,34,Surprised,Straight,6,4
4173,B,M,16,Neutral,Right,4,3
825,A,F,24,Surprised,Left,6,2
23,A,F,01,Neutral,Half Right,4,1
756,A,F,22,Surprised,Right,6,3
2994,B,F,17,Neutral,Right,4,3
1686,A,M,14,Neutral,Right,4,3
1446,A,M,07,Neutral,Half Right,4,1
4258,B,M,19,Afraid,Straight,0,4
656,A,F,20,Afraid,Left,0,2
1070,A,F,31,Surprised,Left,6,2
3331,B,F,27,Disgusted,Right,2,3
1398,A,M,06,Disgusted,Left,2,2
1788,A,M,17,Neutral,Half Left,4,0
402,A,F,12,Neutral,Half Left,4,0
3660,B,M,01,Sad,Half Left,5,0
127,A,F,04,Neutral,Half Right,4,1
2617,B,F,06,Neutral,Straight,4,4
1341,A,M,04,Neutral,Half Right,4,1
554,A,F,16,Surprised,Straight,6,4
2923,B,F,15,Neutral,Left,4,2
2397,A,M,35,Disgusted,Straight,2,4
1583,A,M,11,Neutral,Left,4,2
1336,A,M,04,Happy,Half Right,3,1
4451,B,M,25,Angry,Straight,1,4
3335,B,F,27,Happy,Left,3,2
891,A,F,26,Sad,Right,5,3
976,A,F,29,Angry,Right,1,3
100,A,F,03,Surprised,Right,6,3
916,A,F,27,Happy,Right,3,3
4494,B,M,26,Happy,Half Right,3,1
1266,A,M,02,Happy,Half Left,3,0
1490,A,M,08,Surprised,Half Left,6,0
2064,A,M,25,Sad,Right,5,3
2981,B,F,17,Angry,Half Right,1,1
3730,B,M,03,Sad,Half Right,5,1
670,A,F,20,Happy,Left,3,2
160,A,F,05,Neutral,Right,4,3
1761,A,M,16,Sad,Straight,5,4
807,A,F,24,Disgusted,Half Left,2,0
1603,A,M,12,Angry,Left,1,2
2247,A,M,31,Afraid,Half Right,0,1
1121,A,F,33,Disgusted,Right,2,3
2205,A,M,29,Surprised,Left,6,2
1529,A,M,10,Afraid,Right,0,3
570,A,F,17,Happy,Left,3,2
3303,B,F,26,Happy,Half Right,3,1
3497,B,F,32,Afraid,Half Left,0,0
2340,A,M,33,Sad,Right,5,3
328,A,F,10,Happy,Half Left,3,0
4131,B,M,15,Disgusted,Left,2,2
711,A,F,21,Neutral,Right,4,3
4205,B,M,17,Happy,Half Right,3,1
235,A,F,07,Sad,Right,5,3
2143,A,M,28,Afraid,Half Left,0,0
812,A,F,24,Happy,Half Left,3,0
3168,B,F,22,Neutral,Half Right,4,1
3664,B,M,01,Surprised,Right,6,3
2791,B,F,11,Sad,Left,5,2
4585,B,M,29,Angry,Left,1,2
4038,B,M,12,Neutral,Half Left,4,0
3266,B,F,25,Happy,Right,3,3
76,A,F,03,Angry,Half Left,1,0
4239,B,M,18,Happy,Half Right,3,1
4212,B,M,17,Sad,Right,5,3
919,A,F,27,Happy,Straight,3,4
2516,B,F,03,Sad,Half Right,5,1
2677,B,F,08,Happy,Left,3,2
1053,A,F,31,Disgusted,Half Right,2,1
3056,B,F,19,Happy,Right,3,3
649,A,F,19,Sad,Half Right,5,1
518,A,F,15,Surprised,Half Right,6,1
888,A,F,26,Neutral,Half Right,4,1
4625,B,M,30,Disgusted,Half Left,2,0
2427,B,F,01,Angry,Straight,1,4
45,A,F,02,Disgusted,Right,2,3
1908,A,M,21,Angry,Half Right,1,1
1013,A,F,30,Angry,Half Right,1,1
2209,A,M,29,Surprised,Straight,6,4
4138,B,M,15,Happy,Half Right,3,1
4180,B,M,16,Sad,Half Right,5,1
949,A,F,28,Disgusted,Straight,2,4
2905,B,F,15,Afraid,Half Left,0,0
22,A,F,01,Neutral,Half Left,4,0
412,A,F,12,Surprised,Half Left,6,0
393,A,F,12,Disgusted,Half Right,2,1
605,A,F,18,Happy,Half Left,3,0
4351,B,M,22,Angry,Straight,1,4
2506,B,F,03,Happy,Half Right,3,1
1467,A,M,08,Angry,Straight,1,4
578,A,F,17,Neutral,Half Right,4,1
3252,B,F,25,Afraid,Half Left,0,0
4493,B,M,26,Happy,Half Left,3,0
1485,A,M,08,Sad,Half Left,5,0
1896,A,M,20,Surprised,Right,6,3
198,A,F,06,Neutral,Straight,4,4
3292,B,F,26,Angry,Half Left,1,0
1727,A,M,15,Sad,Straight,5,4
2830,B,F,12,Surprised,Right,6,3
513,A,F,15,Sad,Half Right,5,1
2489,B,F,03,Afraid,Right,0,3
3809,B,M,06,Afraid,Half Right,0,1
2871,B,F,14,Afraid,Half Right,0,1
2485,B,F,02,Surprised,Half Left,6,0
3149,B,F,22,Afraid,Straight,0,4
0,A,F,01,Afraid,Left,0,2
3,A,F,01,Afraid,Half Right,0,1
2264,A,M,31,Neutral,Left,4,2
3045,B,F,19,Angry,Left,1,2
4544,B,M,27,Surprised,Straight,6,4
1189,A,F,35,Angry,Straight,1,4
3783,B,M,05,Disgusted,Half Left,2,0
2993,B,F,17,Neutral,Left,4,2
1066,A,F,31,Sad,Right,5,3
1200,A,F,35,Neutral,Left,4,2
3871,B,M,07,Surprised,Left,6,2
4631,B,M,30,Happy,Half Right,3,1
867,A,F,26,Afraid,Half Left,0,0
4654,B,M,31,Angry,Right,1,3
4321,B,M,21,Disgusted,Straight,2,4
2183,A,M,29,Angry,Half Right,1,1
2692,B,F,08,Surprised,Right,6,3
3717,B,M,03,Happy,Left,3,2
134,A,F,04,Surprised,Left,6,2
1085,A,F,32,Disgusted,Left,2,2
1474,A,M,08,Happy,Right,3,3
2631,B,F,07,Afraid,Half Right,0,1
537,A,F,16,Happy,Half Left,3,0
2648,B,F,07,Neutral,Left,4,2
3435,B,F,30,Disgusted,Left,2,2
3196,B,F,23,Happy,Right,3,3
1370,A,M,05,Happy,Half Left,3,0
4021,B,M,12,Angry,Left,1,2
1751,A,M,16,Happy,Half Right,3,1
717,A,F,21,Sad,Half Left,5,0
1246,A,M,01,Surprised,Right,6,3
1663,A,M,13,Surprised,Half Right,6,1
735,A,F,22,Disgusted,Left,2,2
2876,B,F,14,Angry,Half Right,1,1
3611,B,F,35,Disgusted,Right,2,3
2458,B,F,02,Angry,Left,1,2
918,A,F,27,Happy,Half Right,3,1
1813,A,M,18,Disgusted,Half Right,2,1
3019,B,F,18,Disgusted,Right,2,3
4139,B,M,15,Neutral,Left,4,2
4245,B,M,18,Sad,Left,5,2
800,A,F,24,Angry,Left,1,2
2884,B,F,14,Happy,Right,3,3
3973,B,M,10,Sad,Half Left,5,0
4734,B,M,33,Happy,Right,3,3
3714,B,M,03,Disgusted,Half Left,2,0
1548,A,M,10,Neutral,Left,4,2
3874,B,M,07,Surprised,Half Right,6,1
272,A,F,08,Surprised,Left,6,2
3618,B,F,35,Happy,Half Right,3,1
1127,A,F,33,Happy,Half Left,3,0
1566,A,M,11,Afraid,Half Right,0,1
3050,B,F,19,Disgusted,Left,2,2
3696,B,M,02,Sad,Straight,5,4
643,A,F,19,Neutral,Half Left,4,0
2501,B,F,03,Disgusted,Half Right,2,1
2780,B,F,11,Disgusted,Straight,2,4
1063,A,F,31,Neutral,Half Right,4,1
4385,B,M,23,Disgusted,Right,2,3
1289,A,M,03,Angry,Left,1,2
388,A,F,12,Angry,Half Right,1,1
1894,A,M,20,Sad,Half Left,5,0
2867,B,F,13,Surprised,Straight,6,4
4097,B,M,14,Disgusted,Right,2,3
1174,A,F,34,Sad,Straight,5,4
2915,B,F,15,Disgusted,Half Left,2,0
561,A,F,17,Angry,Right,1,3
3187,B,F,23,Angry,Half Left,1,0
4714,B,M,32,Surprised,Right,6,3
702,A,F,21,Disgusted,Half Left,2,0
4244,B,M,18,Neutral,Half Right,4,1
2720,B,F,09,Neutral,Straight,4,4
3309,B,F,26,Neutral,Straight,4,4
3788,B,M,05,Happy,Half Left,3,0
987,A,F,29,Happy,Half Left,3,0
1250,A,M,02,Afraid,Left,0,2
776,A,F,23,Happy,Right,3,3
637,A,F,19,Happy,Right,3,3
4246,B,M,18,Sad,Right,5,3
2003,A,M,23,Surprised,Half Right,6,1
3865,B,M,07,Neutral,Straight,4,4
763,A,F,23,Afraid,Half Right,0,1
543,A,F,16,Neutral,Half Right,4,1
2380,A,M,34,Surprised,Half Left,6,0
1522,A,M,09,Sad,Straight,5,4
3868,B,M,07,Sad,Half Left,5,0
2413,A,M,35,Surprised,Left,6,2
1022,A,F,30,Happy,Half Left,3,0
3880,B,M,08,Afraid,Straight,0,4
2311,A,M,32,Surprised,Half Left,6,0
2088,A,M,26,Happy,Half Left,3,0
823,A,F,24,Sad,Half Right,5,1
3569,B,F,34,Afraid,Straight,0,4
2133,A,M,27,Sad,Half Left,5,0
2336,A,M,33,Neutral,Half Left,4,0
3566,B,F,34,Afraid,Right,0,3
986,A,F,29,Happy,Right,3,3
4478,B,M,26,Afraid,Right,0,3
2853,B,F,13,Happy,Straight,3,4
1131,A,F,33,Neutral,Right,4,3
884,A,F,26,Happy,Straight,3,4
616,A,F,18,Sad,Half Right,5,1
141,A,F,05,Afraid,Half Left,0,0
308,A,F,09,Surprised,Right,6,3
1159,A,F,34,Disgusted,Straight,2,4
4658,B,M,31,Disgusted,Left,2,2
1175,A,F,34,Surprised,Left,6,2
2,A,F,01,Afraid,Half Left,0,0
2006,A,M,24,Afraid,Right,0,3
3555,B,F,33,Sad,Left,5,2
2681,B,F,08,Happy,Straight,3,4
4515,B,M,27,Afraid,Straight,0,4
2874,B,F,14,Angry,Right,1,3
3977,B,M,10,Surprised,Right,6,3
3879,B,M,08,Afraid,Half Right,0,1
3210,B,F,23,Surprised,Left,6,2
4802,B,M,35,Happy,Left,3,2
1225,A,M,01,Disgusted,Left,2,2
1349,A,M,04,Surprised,Right,6,3
463,A,F,14,Disgusted,Half Right,2,1
1615,A,M,12,Happy,Half Right,3,1
4415,B,M,24,Angry,Right,1,3
1730,A,M,15,Surprised,Half Left,6,0
981,A,F,29,Disgusted,Right,2,3
3350,B,F,27,Surprised,Left,6,2
1573,A,M,11,Disgusted,Left,2,2
4147,B,M,15,Sad,Straight,5,4
1418,A,M,06,Surprised,Left,6,2
1928,A,M,21,Sad,Half Right,5,1
678,A,F,20,Neutral,Half Right,4,1
904,A,F,27,Afraid,Straight,0,4
1514,A,M,09,Neutral,Right,4,3
4437,B,M,24,Surprised,Left,6,2
2662,B,F,07,Surprised,Straight,6,4
4423,B,M,24,Happy,Right,3,3
1049,A,F,31,Angry,Straight,1,4
3677,B,M,02,Disgusted,Left,2,2
4217,B,M,17,Surprised,Right,6,3
4366,B,M,22,Sad,Right,5,3
549,A,F,16,Sad,Straight,5,4
191,A,F,06,Happy,Half Left,3,0
4559,B,M,28,Disgusted,Straight,2,4
1241,A,M,01,Sad,Right,5,3
1076,A,F,32,Afraid,Right,0,3
4292,B,M,20,Happy,Right,3,3
1856,A,M,19,Neutral,Right,4,3
1147,A,F,34,Afraid,Half Left,0,0
450,A,F,14,Afraid,Left,0,2
4001,B,M,11,Neutral,Left,4,2
3203,B,F,23,Neutral,Half Right,4,1
3078,B,F,20,Afraid,Half Right,0,1
3852,B,M,07,Disgusted,Right,2,3
3895,B,M,08,Happy,Straight,3,4
4099,B,M,14,Disgusted,Half Right,2,1
4223,B,M,18,Afraid,Half Left,0,0
2950,B,F,16,Disgusted,Half Left,2,0
4560,B,M,28,Happy,Left,3,2
1055,A,F,31,Happy,Left,3,2
4512,B,M,27,Afraid,Right,0,3
540,A,F,16,Neutral,Left,4,2
4386,B,M,23,Disgusted,Half Left,2,0
2131,A,M,27,Sad,Left,5,2
1733,A,M,16,Afraid,Left,0,2
796,A,F,24,Afraid,Right,0,3
3367,B,F,28,Disgusted,Half Left,2,0
2274,A,M,31,Surprised,Left,6,2
25,A,F,01,Sad,Left,5,2
4695,B,M,32,Disgusted,Half Left,2,0
3055,B,F,19,Happy,Left,3,2
1553,A,M,10,Sad,Left,5,2
2947,B,F,16,Angry,Straight,1,4
2294,A,M,32,Happy,Left,3,2
4145,B,M,15,Sad,Half Left,5,0
4202,B,M,17,Happy,Left,3,2
1201,A,F,35,Neutral,Right,4,3
3024,B,F,18,Happy,Half Left,3,0
2956,B,F,16,Happy,Half Right,3,1
4059,B,M,13,Angry,Half Right,1,1
3703,B,M,03,Afraid,Right,0,3
4318,B,M,21,Disgusted,Right,2,3
1190,A,F,35,Disgusted,Left,2,2
3791,B,M,05,Neutral,Left,4,2
4491,B,M,26,Happy,Left,3,2
921,A,F,27,Neutral,Right,4,3
3985,B,M,11,Afraid,Straight,0,4
3715,B,M,03,Disgusted,Half Right,2,1
3172,B,F,22,Sad,Half Left,5,0
4771,B,M,34,Happy,Straight,3,4
675,A,F,20,Neutral,Left,4,2
669,A,F,20,Disgusted,Straight,2,4
1551,A,M,10,Neutral,Half Right,4,1
1704,A,M,15,Angry,Left,1,2
621,A,F,19,Afraid,Left,0,2
839,A,F,25,Angry,Straight,1,4
4418,B,M,24,Angry,Straight,1,4
4268,B,M,19,Happy,Half Left,3,0
4164,B,M,16,Disgusted,Half Left,2,0
3259,B,F,25,Angry,Straight,1,4
1462,A,M,08,Afraid,Straight,0,4
4471,B,M,25,Sad,Straight,5,4
4070,B,M,13,Happy,Straight,3,4
2192,A,M,29,Happy,Half Left,3,0
4262,B,M,19,Disgusted,Right,2,3
654,A,F,19,Surprised,Half Right,6,1
821,A,F,24,Sad,Right,5,3
161,A,F,05,Neutral,Half Left,4,0
2529,B,F,04,Angry,Right,1,3
792,A,F,23,Surprised,Half Left,6,0
535,A,F,16,Happy,Left,3,2
1588,A,M,11,Sad,Left,5,2
4331,B,M,21,Neutral,Straight,4,4
1217,A,M,01,Afraid,Half Left,0,0
1648,A,M,13,Happy,Half Right,3,1
2821,B,F,12,Neutral,Half Left,4,0
2487,B,F,02,Surprised,Straight,6,4
1850,A,M,19,Happy,Left,3,2
811,A,F,24,Happy,Right,3,3
3127,B,F,21,Happy,Half Left,3,0
1530,A,M,10,Afraid,Half Left,0,0
1634,A,M,13,Afraid,Straight,0,4
4679,B,M,31,Surprised,Right,6,3
2269,A,M,31,Sad,Left,5,2
1567,A,M,11,Afraid,Straight,0,4
2987,B,F,17,Disgusted,Straight,2,4
4795,B,M,35,Angry,Half Right,1,1
4103,B,M,14,Happy,Half Left,3,0
4693,B,M,32,Disgusted,Left,2,2
1482,A,M,08,Neutral,Straight,4,4
2017,A,M,24,Disgusted,Half Left,2,0
2641,B,F,07,Disgusted,Half Right,2,1
2727,B,F,09,Surprised,Right,6,3
3120,B,F,21,Disgusted,Left,2,2
3951,B,M,10,Angry,Left,1,2
798,A,F,24,Afraid,Half Right,0,1
3340,B,F,27,Neutral,Left,4,2
3720,B,M,03,Happy,Half Right,3,1
1521,A,M,09,Sad,Half Right,5,1
3543,B,F,33,Disgusted,Half Right,2,1
3244,B,F,24,Sad,Straight,5,4
2967,B,F,16,Sad,Straight,5,4
579,A,F,17,Neutral,Straight,4,4
3838,B,M,06,Surprised,Half Left,6,0
1728,A,M,15,Surprised,Left,6,2
4637,B,M,30,Neutral,Straight,4,4
4048,B,M,12,Surprised,Half Left,6,0
3613,B,F,35,Disgusted,Half Right,2,1
828,A,F,24,Surprised,Half Right,6,1
2879,B,F,14,Disgusted,Right,2,3
245,A,F,08,Afraid,Right,0,3
2323,A,M,33,Angry,Straight,1,4
2851,B,F,13,Happy,Half Left,3,0
1695,A,M,14,Surprised,Left,6,2
3502,B,F,32,Angry,Half Left,1,0
3262,B,F,25,Disgusted,Half Left,2,0
3656,B,M,01,Neutral,Half Right,4,1
2261,A,M,31,Happy,Half Left,3,0
2632,B,F,07,Afraid,Straight,0,4
3668,B,M,02,Afraid,Left,0,2
2651,B,F,07,Neutral,Half Right,4,1
4082,B,M,13,Surprised,Right,6,3
1812,A,M,18,Disgusted,Half Left,2,0
1973,A,M,23,Afraid,Half Right,0,1
2117,A,M,27,Disgusted,Right,2,3
3647,B,M,01,Disgusted,Half Left,2,0
1774,A,M,17,Angry,Half Left,1,0
2581,B,F,05,Neutral,Half Right,4,1
3757,B,M,04,Neutral,Right,4,3
1637,A,M,13,Angry,Half Left,1,0
3423,B,F,29,Surprised,Half Right,6,1
2409,A,M,35,Sad,Right,5,3
1494,A,M,09,Afraid,Right,0,3
973,A,F,29,Afraid,Half Right,0,1
4782,B,M,34,Surprised,Left,6,2
2908,B,F,15,Angry,Left,1,2
4522,B,M,27,Disgusted,Right,2,3
83,A,F,03,Disgusted,Straight,2,4
2745,B,F,10,Disgusted,Straight,2,4
4204,B,M,17,Happy,Half Left,3,0
4450,B,M,25,Angry,Half Right,1,1
2048,A,M,25,Angry,Straight,1,4
3673,B,M,02,Angry,Left,1,2
3523,B,F,32,Sad,Half Right,5,1
4378,B,M,23,Afraid,Straight,0,4
892,A,F,26,Sad,Half Left,5,0
625,A,F,19,Afraid,Straight,0,4
1585,A,M,11,Neutral,Half Left,4,0
2777,B,F,11,Disgusted,Right,2,3
4596,B,M,29,Happy,Right,3,3
3234,B,F,24,Happy,Straight,3,4
481,A,F,14,Surprised,Right,6,3
85,A,F,03,Happy,Right,3,3
1936,A,M,22,Afraid,Right,0,3
853,A,F,25,Neutral,Half Right,4,1
2268,A,M,31,Neutral,Straight,4,4
2691,B,F,08,Surprised,Left,6,2
780,A,F,23,Neutral,Left,4,2
2405,A,M,35,Neutral,Half Left,4,0
1575,A,M,11,Disgusted,Half Left,2,0
462,A,F,14,Disgusted,Half Left,2,0
416,A,F,13,Afraid,Right,0,3
4413,B,M,24,Afraid,Straight,0,4
3488,B,F,31,Sad,Half Right,5,1
3639,B,M,01,Afraid,Straight,0,4
1238,A,M,01,Neutral,Half Right,4,1
2081,A,M,26,Angry,Straight,1,4
1964,A,M,22,Sad,Straight,5,4
3939,B,M,09,Sad,Half Right,5,1
3612,B,F,35,Disgusted,Half Left,2,0
387,A,F,12,Angry,Half Left,1,0
1991,A,M,23,Neutral,Right,4,3
2342,A,M,33,Sad,Half Right,5,1
3890,B,M,08,Disgusted,Straight,2,4
3670,B,M,02,Afraid,Half Left,0,0
2563,B,F,05,Angry,Left,1,2
608,A,F,18,Neutral,Left,4,2
1701,A,M,15,Afraid,Right,0,3
2415,A,M,35,Surprised,Half Left,6,0
2368,A,M,34,Neutral,Left,4,2
940,A,F,28,Angry,Left,1,2
403,A,F,12,Neutral,Half Right,4,1
4295,B,M,20,Happy,Straight,3,4
4458,B,M,25,Happy,Right,3,3
635,A,F,19,Disgusted,Straight,2,4
2914,B,F,15,Disgusted,Right,2,3
334,A,F,10,Neutral,Half Right,4,1
1226,A,M,01,Disgusted,Right,2,3
4469,B,M,25,Sad,Half Left,5,0
92,A,F,03,Neutral,Half Right,4,1
2524,B,F,04,Afraid,Right,0,3
2750,B,F,10,Happy,Straight,3,4
4672,B,M,31,Neutral,Straight,4,4
2815,B,F,12,Happy,Right,3,3
4683,B,M,32,Afraid,Left,0,2
3417,B,F,29,Sad,Half Left,5,0
700,A,F,21,Disgusted,Left,2,2
995,A,F,29,Sad,Left,5,2
3743,B,M,04,Angry,Half Left,1,0
3485,B,F,31,Sad,Left,5,2
4697,B,M,32,Disgusted,Straight,2,4
113,A,F,04,Angry,Straight,1,4
1140,A,F,33,Surprised,Left,6,2
1206,A,F,35,Sad,Right,5,3
3634,B,F,35,Surprised,Straight,6,4
3388,B,F,28,Surprised,Half Right,6,1
283,A,F,09,Angry,Right,1,3
2809,B,F,12,Disgusted,Left,2,2
3456,B,F,30,Surprised,Right,6,3
3699,B,M,02,Surprised,Half Left,6,0
3598,B,F,34,Surprised,Half Right,6,1
4373,B,M,22,Surprised,Straight,6,4
4786,B,M,34,Surprised,Straight,6,4
1676,A,M,14,Disgusted,Right,2,3
2240,A,M,30,Surprised,Right,6,3
193,A,F,06,Happy,Straight,3,4
805,A,F,24,Disgusted,Left,2,2
2829,B,F,12,Surprised,Left,6,2
4129,B,M,15,Angry,Half Right,1,1
4068,B,M,13,Happy,Half Left,3,0
2194,A,M,29,Happy,Straight,3,4
4172,B,M,16,Neutral,Left,4,2
1873,A,M,20,Afraid,Straight,0,4
3316,B,F,26,Surprised,Right,6,3
305,A,F,09,Sad,Half Right,5,1
3971,B,M,10,Sad,Left,5,2
1096,A,F,32,Neutral,Right,4,3
3306,B,F,26,Neutral,Right,4,3
2296,A,M,32,Happy,Half Left,3,0
4519,B,M,27,Angry,Half Right,1,1
260,A,F,08,Happy,Half Left,3,0
4364,B,M,22,Neutral,Straight,4,4
1157,A,F,34,Disgusted,Half Left,2,0
1129,A,F,33,Happy,Straight,3,4
1734,A,M,16,Afraid,Right,0,3
3073,B,F,19,Surprised,Half Right,6,1
4067,B,M,13,Happy,Right,3,3
4140,B,M,15,Neutral,Right,4,3
3604,B,F,35,Afraid,Straight,0,4
509,A,F,15,Neutral,Straight,4,4
357,A,F,11,Disgusted,Right,2,3
2379,A,M,34,Surprised,Right,6,3
1160,A,F,34,Happy,Left,3,2
2560,B,F,05,Afraid,Half Left,0,0
3596,B,F,34,Surprised,Right,6,3
961,A,F,28,Sad,Right,5,3
1687,A,M,14,Neutral,Half Left,4,0
1158,A,F,34,Disgusted,Half Right,2,1
3842,B,M,07,Afraid,Right,0,3
4633,B,M,30,Neutral,Left,4,2
364,A,F,11,Happy,Half Right,3,1
1232,A,M,01,Happy,Half Left,3,0
2394,A,M,35,Disgusted,Right,2,3
1092,A,F,32,Happy,Half Left,3,0
2237,A,M,30,Sad,Half Left,5,0
3124,B,F,21,Disgusted,Straight,2,4
4224,B,M,18,Afraid,Half Right,0,1
4132,B,M,15,Disgusted,Half Left,2,0
4705,B,M,32,Neutral,Half Left,4,0
726,A,F,22,Afraid,Right,0,3
4742,B,M,33,Sad,Left,5,2
2706,B,F,09,Disgusted,Left,2,2
1168,A,F,34,Neutral,Half Right,4,1
3753,B,M,04,Happy,Half Left,3,0
177,A,F,06,Afraid,Half Right,0,1
906,A,F,27,Angry,Right,1,3
1308,A,M,03,Neutral,Straight,4,4
646,A,F,19,Sad,Left,5,2
1879,A,M,20,Disgusted,Right,2,3
2152,A,M,28,Disgusted,Right,2,3
4275,B,M,19,Sad,Half Left,5,0
4542,B,M,27,Surprised,Half Left,6,0
3626,B,F,35,Sad,Right,5,3
2032,A,M,24,Sad,Half Right,5,1
3931,B,M,09,Neutral,Left,4,2
4411,B,M,24,Afraid,Half Left,0,0
3794,B,M,05,Neutral,Half Right,4,1
